Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008]
Qatar,QAT,"Population, total",SP.POP.TOTL,644989,677925,711205,744682,773332,825408,972831,1208595,2656032,2657333,2504910,2794148,2638657,2580734,2545820,2477113,2344557,2151745,1916426,1722438,1624761,1616832,1608903,1426938
Qatar,QAT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.97258496,2.3197093,2.46044064,3.50257182,3.18311739,2.56300044,2.288064,2.07008052,..,..,2.89366841,3.81872201,3.20278597,2.96176219,3.21237087,3.54971433,3.63581347,2.42293572,2.07620168,1.74822152,1.599962,1.87017763,2.38356304,1.63775349
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1634146341463,71.1609756097561,71.009756097561,71.309756097561,71.5609756097561,71.9121951219512,72.1634146341463,72.5658536585366,..,75.3048780487805,72.809756097561,74.2536585365854,75.6073170731707,75.3585365853659,75.209756097561,75.209756097561,74.9121951219512,74.909756097561,75.0634146341463,74.4121951219512,74.409756097561,73.4585365853659,73.309756097561,72.5658536585366
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,37253739511.1273,40395116581.4832,46065502702.5817,57806384143.166,74973656851.8076,98454380120.0761,122023735992.706,174588782938.583,350775856415.189,296354358293.475,286578196368.297,252033792712.145,251677082534.495,243468683030.34,210147385855.419,185290759248.844,177885131240.315,199722319675.741,189798603751.235,179117323107.087,192623977894.173,170064350671.827,174110532658.867,214315932061.275
Romania,ROU,"Population, total",SP.POP.TOTL,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,19059479,19048502,19122059,19265250,19371648,19473970,19588715,19702267,19815616,19908979,19983693,20058035,20147528,20246871,20367487,20537875
Romania,ROU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.21,4.38,4.58,5.37,5.48,5.53,5.07,5.02,..,..,6.48,6.23,5.71,5.52,5.19,5.08,4.94,5.03,5.22,4.51,4.48,5.64,5.28,5.02
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.4836585365854,65.3834146341463,65.1287804878049,65.0275609756098,65.4709756097561,65.529756097561,66.7275609756098,67.5868292682927,..,72.5456097560976,69.900243902439,71.3387804878049,73.0839024390244,72.6621951219512,72.4514634146342,71.6512195121951,71.1834146341463,70.7436585365854,70.5787804878049,70.0721951219512,69.6839024390244,68.8412195121951,68.6846341463415,67.9492682926829
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,259710142196.943,306602070620.5,345470494417.863,430347420184.885,591016690732.385,764015973481.11,989932071352.543,1299703478481.65,2021421476035.42,2266029240645.34,1843392293734.38,1493075894362.14,1693115002708.32,1657328773461.31,1574199360089,1276786350881.14,1363482182197.71,2059241589895.01,2292470078346.22,2208293553878.42,2045922753398.04,1524916715223.95,1222645900055.7,1660848058303.11
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,143826130,144236933,144746762,145245148,145453291,145398106,145293260,145015460,144640716,144237223,143805638,143378447,143018195,142849468,142785348,142742366
Russian Federation,RUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.02,5.24,5.52,5.16,4.76,4.77,4.77,4.75,..,..,7.39,7.57,5.65,5.36,5.36,5.29,5.3,5.18,5.08,4.94,4.79,4.97,5.64,4.9
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.129,49.021,51.032,53.368,55.491,57.316,58.714,59.965,..,67.129,66.072,66.774,66.437,66.251,65.941,65.737,65.298,64.94,64.426,64.009,63.261,62.54,61.958,61.134
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2068836754.37431,1966600715.49841,1966003468.49117,2138237278.73822,2376496067.01198,2933819766.17656,3319784538.73346,4070507894.61656,14097768472.1883,13316160895.0447,11069280649.6459,10174387374.3478,10349300380.33,9637904655.17446,9252834336.49492,8695272300.91019,8543759677.58157,8238966063.86692,7819963715.75353,7654761573.54991,6884913658.10632,6124756654.12346,5674476969.06444,5179854064.57033
Rwanda,RWA,"Population, total",SP.POP.TOTL,8213931,8287094,8400180,8586875,8816844,9054528,9299246,9549933,13954471,13651030,13355260,13065837,12776103,12487996,12202060,11919183,11640022,11364757,11093340,10829901,10573733,10317553,10060432,9804269
Rwanda,RWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.57583427,3.31599975,3.13122177,6.93491793,7.50929976,7.72549963,7.60959911,7.86212587,..,..,7.32305002,7.47530079,6.34386826,6.69894743,6.38999748,6.96060848,6.65446424,6.98844194,6.77649164,8.10667801,7.93879843,8.08696938,7.80694866,7.5670433
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.746,71.019,71.276,71.496,71.696,71.754,72.021,72.1,..,72.598,72.767,72.768,72.157,72.636,72.59,72.54,72.515,72.463,72.391,72.167,72.26,72.249,70.066,72.155
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,258856139.798489,266299591.479428,281790134.211972,333426188.41876,407747565.096959,476801793.159429,499923757.780736,573548459.833372,938189443.830393,832945205.637185,843923638.733018,868898358.266437,912950466.064906,878448433.404342,884844384.463214,843924796.697421,824150498.653536,796683519.593842,797736334.281305,773141661.165548,744097050.169115,680260907.153983,628006115.424052,641346191.664776
Samoa,WSM,"Population, total",SP.POP.TOTL,181685,183166,184471,185430,186249,186978,187709,188753,216663,215261,213779,211944,209780,207582,205415,203499,201782,200037,198268,196498,194713,193023,191513,190107
Samoa,WSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.28232527,3.81804991,4.49205494,4.17237139,4.52578545,4.63365459,4.88451385,4.7446332,..,..,6.80313492,6.18895578,5.63886738,4.77439356,5.16120243,5.63365221,6.21226454,6.25431204,6.2147789,4.9883461,5.38357162,5.15268326,5.12732029,4.53258085
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1007661366.66959,1059529812.37456,1148872072.38556,1462590266.59186,1715340542.988,1786514058.22344,1909765165.43137,2188654628.38097,..,1831700577.08904,1855395999.76534,1544714493.24409,1616232125.12587,1655353653.05934,1528620346.31168,1468343139.74326,1419401070.56043,1673911426.17254,1678741475.14095,1604701299.43546,1813717438.69134,1881191925.32503,2064277126.41466,2403213305.03601
San Marino,SMR,"Population, total",SP.POP.TOTL,26799,27143,27491,27843,29457,29836,30184,31211,33860,33755,34252,34770,34663,34522,33825,33101,32897,32655,33041,33469,32620,33270,33066,31662
San Marino,SMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,5.64127541,5.39155769,4.77200127,4.86479282,4.88683653,4.91361904,5.09587288,..,..,7.97527838,8.48147392,8.14801598,8.2778492,8.25972271,8.4219532,8.43315315,8.30091763,8.23800278,8.98883724,8.0707283,6.20853519,6.18409586,5.41110897
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.655,62.032,62.6,63.166,63.731,63.709,64.398,64.724,..,68.794,67.591,67.785,68.523,68.355,68.267,67.492,67.249,66.845,66.328,65.746,64.902,65.249,65.116,65.079
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,76198394.8202671,75951133.3777948,85171073.8777498,102085769.123419,114582283.916382,136450662.390592,142775104.081626,149146918.888611,678976264.835436,540809499.189348,524402455.54816,471229484.607144,412976082.620705,383717327.830508,322002845.229335,292267272.196925,259999643.047388,293119143.246825,267041747.584354,229371348.202606,226455001.243083,190021192.489536,200668065.03175,188021165.00338
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,144018,146375,149922,153814,157705,161639,165638,169700,230871,226305,221961,217435,213392,210187,206970,203689,200291,196767,193148,189439,185649,181802,177853,173793
Sao Tome and Principe,STP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.51756001,10.83865166,10.69723701,12.6639061,11.91980934,11.55062962,8.30422878,8.20471764,..,..,7.82528496,7.30042553,5.29584646,5.50957823,6.46181059,6.43088865,5.34009647,6.73101807,7.93743753,6.47629499,6.76036882,6.86072636,7.24220848,7.16872263
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.467,72.974,73.337,73.628,74.153,74.588,74.81,75.046,..,77.905,76.936,76.239,77.304,77.212,77.16,77.064,76.918,76.757,76.626,76.461,76.234,75.763,75.431,75.274
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,189514933333.333,184137600000,189605866666.667,215807733333.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,1067582933333.33,1108571466666.67,874156000000,734271200000,838564800000,846583733333.333,714994666666.667,666000000000,669484266666.667,766605866666.667,753864533333.333,741849866666.667,676634666666.667,528207200000,429097866666.667,519796800000
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,16177722,17041397,17910910,18786767,19669480,20559890,21459144,22368313,33264292,32175224,30784383,31552510,30063799,30196281,30977355,30954198,29816382,28309273,27624004,26168861,25091867,23978487,24217654,23287877
Saudi Arabia,SAU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.2115941,4.4617424,4.2493701,3.97910738,3.58400226,3.41866732,3.6192224,3.56229162,..,..,5.96836901,6.64629889,5.46742678,5.34063101,6.03126049,6.24143076,5.86202002,5.15801096,4.42293596,3.98779702,3.68218255,3.64786315,4.29042768,2.97100711
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.943,57.564,58.231,59.122,60.027,60.915,61.75,62.543,..,67.913,67.093,68.006,68.526,68.097,67.75,67.497,66.879,66.452,66.072,65.457,65.262,64.615,63.923,63.242
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,6013185003.97525,6507824829.26254,7006402319.75856,8768721563.18211,10076816666.6196,11009033437.939,11697918243.0035,13994218412.9619,30848333083.7055,27619479059.6131,27520784129.7508,24530513037.7518,23403995992.1354,23116701556.1381,20996562943.5979,19040312333.1864,17774766696.1759,19797253440.2679,18918667724.8817,17660870411.5235,17814283639.3119,16121315909.0758,16145867494.9405,16853989627.548
Senegal,SEN,"Population, total",SP.POP.TOTL,9968260,10212942,10466214,10721176,10975704,11235472,11500094,11770344,18077573,17651103,17220867,16789219,16352922,15914498,15475002,15034521,14593331,14152102,13710849,13310495,12958897,12635413,12337389,12048959
Senegal,SEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.55015397,3.68148756,3.95294404,4.29703569,4.56856203,3.67466521,3.76337624,3.41496587,..,..,4.35098124,5.15119171,4.49531031,4.43182087,4.16359377,4.25606871,4.37789631,4.38962269,4.38573599,4.26688004,4.21416712,4.02764368,3.841573,3.50687575
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.5829268292683,72.2341463414634,72.2853658536585,72.4365853658537,72.6829268292683,72.8341463414634,73.3853658536585,73.6317073170732,..,75.4821951219512,72.780487804878,74.4780487804878,75.9365853658537,75.890243902439,75.5390243902439,75.6878048780488,75.2878048780488,75.3365853658537,75.1853658536585,74.8365853658537,74.5365853658537,74.3365853658537,73.9853658536585,73.8853658536585
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,7326373882.11044,13599378661.9952,17930583571.3055,23593044417.5086,26845632341.8075,28334256180.8801,33298057361.7412,44888028946.0854,81342660752.3732,66797564758.339,66159884072.5308,55874017668.998,53864693664.5568,52787520248.9242,45972834713.8077,42225495909.5633,41297410634.9586,49114321280.3466,50455529604.0696,45103269969.4112,51251098408.0924,43536629233.1424,46955984409.7271,54220641201.6474
Serbia,SRB,"Population, total",SP.POP.TOTL,7516346,7503433,7500031,7480591,7463157,7440769,7411569,7381579,6623183,6664449,6834326,6899126,6945235,6982604,7020858,7058322,7095383,7131787,7166553,7201497,7236519,7291436,7320807,7350222
Serbia,SRB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.18360472,6.49679995,7.59296274,7.66696072,7.84200048,8.28380585,8.49390411,9.3764925,..,..,10.0125246,8.70042133,8.66552734,8.53168106,8.22039318,8.45890999,8.81319809,9.24598789,9.31232452,9.32820415,9.11380386,9.5273037,9.34623528,9.48246479
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.7780487804878,73.2536585365854,71.0878048780488,71.0292682926829,72.6609756097561,72.1317073170732,72.2170731707317,73.1439024390244,..,73.8487804878049,73.3975609756097,77.2365853658537,74.0463414634146,72.8414634146341,74.3,74.309756097561,74.2951219512195,73.2292682926829,73.119512195122,74.2756097560976,72.7243902439024,73.1975609756098,73.0829268292683,73.1634146341463
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,654212394.27164,662064155.920692,742134837.50919,750847230.099263,893012218.181818,977899381.818182,1081441283.31798,1077308813.82945,2141450171.13932,2057968519.83091,1487173794.80528,1382551751.56908,1868690096.73454,1784313926.76807,1675370641.01416,1568513348.14463,1432403352.12944,1387577870.08161,1333160407.38516,1089407839.19709,1058918707.26124,981616542.328454,850901620.433301,979597394.293453
Seychelles,SYC,"Population, total",SP.POP.TOTL,81131,81202,83723,82781,82475,82858,84600,85033,119773,119878,99258,98462,97625,96762,95843,94677,93419,91359,89949,88303,87441,89770,87298,86956
Seychelles,SYC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.61071777,5.01642942,4.35287333,5.08738041,4.90274191,4.66865683,4.39767885,3.85076666,..,..,5.25937986,6.54135609,4.77020788,4.94443846,4.76658726,4.96118879,4.37339973,4.59131193,4.24818325,5.39592934,4.46079111,4.50142097,3.54135323,3.61745405
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.05,45.661,46.359,46.963,47.577,48.237,49.323,50.365,..,60.411,60.062,59.763,60.255,59.796,58.652,58.404,57.189,56.393,56.313,55.451,54.62,53.693,52.626,51.526
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,635866403.776065,1681473752.3847,1933864034.188,2142618349.81099,2237350963.27352,2545275312.60512,2912986118.07453,3326853435.59832,6411869546.28929,7119137321.90082,7165214367.64956,6688594757.62129,6523577590.38319,6390514688.52816,5818480351.63706,6042615859.61074,6651626733.64854,7845456215.27807,7697098118.19922,5927684219.15278,4587078913.13315,4033122830.14424,3784165906.1037,3835603778.61591
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4423611,4692716,4971435,5177687,5355717,5501712,5624466,5749352,8460512,8276807,8094602,7912558,7731991,7554563,7379299,7205328,7037655,6876385,6714051,6551080,6387251,6222714,6055646,5894722
Sierra Leone,SLE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.48961735,8.36564541,9.40313911,8.4533062,8.67061424,9.04395866,9.02353287,8.52283859,..,..,8.55334282,9.32588673,9.12992668,8.28987598,9.3997612,15.78850651,19.65816307,19.69004631,11.59017754,8.94355106,10.76753807,9.12688351,9.68422222,8.81158161
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.9512195121951,78.2512195121951,78.5512195121951,79.0390243902439,79.490243902439,79.990243902439,80.1414634146341,80.4414634146342,..,82.8951219512195,83.0926829268293,83.5439024390244,83.5951219512195,83.2975609756098,83.0951219512195,82.8463414634146,82.7439024390244,82.4951219512195,82.2463414634147,81.9951219512195,81.7439024390244,81.5414634146342,81.2414634146342,80.790243902439
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,96076539925.7409,89793790669.6515,92538372869.6942,97646401095.6369,115033593101.049,127807848728.398,148627286361.351,180941701357.97,501427500080.059,498474540987.78,434111559282.849,349488382610.662,376901649222.451,376892697588.005,343257164581.712,319053943915.005,307998545269.398,314863580758.455,307576360584.992,295092888076.589,279356499090.458,239807980591.24,194150283771.566,193617323539.203
Singapore,SGP,"Population, total",SP.POP.TOTL,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,5917648,5637022,5453566,5685807,5703569,5638676,5612253,5607283,5535002,5469724,5399162,5312437,5183688,5076732,4987573,4839396
Singapore,SGP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.343364,3.16302657,3.358464,3.60699272,3.15019798,3.03367925,2.9347465,2.83749056,..,..,5.56525183,5.71281767,4.39938164,4.07545424,4.36493397,4.38810682,4.18069839,3.87155652,3.68562651,3.32783675,3.15792179,3.20265388,3.39853096,3.19488454
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.514,74.522,74.858,74.148,74.24,75.542,75.926,75.417,..,74.409,73.972,74.584,75.437,75.131,75.03,76.598,76.954,76.773,74.917,74.608,74.684,75.132,75.441,75.742
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,1627776949.27374,1537088715.0838,1353071061.45251,1236428100.55866,1407880446.92737,1259200446.92737,1353212122.90503,1427017206.70391,1417888715.0838,1361811508.37989,1022905027.93296,985865921.787709,936089385.47486,892290502.793296,854972067.039106,..
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,30773,30726,30960,31327,31690,32057,32428,32791,42749,42139,41571,41008,40385,39712,38996,38249,37471,36672,35854,35023,34267,33794,33491,33145
Sint Maarten (Dutch part),SXM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0512195121951,73.4024390243903,73.6048780487805,73.6048780487805,73.9585365853659,73.9048780487805,74.2048780487805,74.2073170731707,..,77.0658536585366,74.6146341463415,76.8658536585366,77.6658536585366,77.2658536585366,77.1658536585366,77.1658536585366,76.5634146341463,76.8121951219512,76.4121951219512,76.109756097561,75.9585365853659,75.1121951219512,74.909756097561,74.7048780487805
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,29215726004.7765,30726659550.9717,35243658398.7546,46616149116.7411,57215475076.2986,62547753148.4638,70751813442.9881,86587749517.9724,132908336234.295,115928615553.286,120592216208.386,107732602896.441,105843498304.094,106611673364.837,95978130734.9766,90347173228.6356,89178548717.3324,101713075598.862,99134277850.3418,94724394278.052,99705104723.4341,91112160800.7668,89342984697.5246,100830060552.902
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5426740,5431752,5447247,5458827,5454147,5446771,5439232,5430798,5423801,5418649,5413393,5407579,5398384,5391428,5386406,5379233
Slovak Republic,SVK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.3,5.33,5.51,5.45,6.37,6.59,6.85,7.18,..,..,7.75,7.13,6.92,6.67,6.76,7.09,6.76,6.88,7.5,7.54,7.3,7.67,7.95,6.96
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4121951219512,75.7585365853659,76.0073170731707,76.8585365853659,77.2073170731707,77.6121951219512,78.0865853658537,78.5609756097561,..,81.2829268292683,80.6756097560976,80.5317073170732,81.5292682926829,81.3780487804878,81.0292682926829,81.1756097560976,80.7756097560976,81.0780487804878,80.3219512195122,80.1243902439024,79.9707317073171,79.4219512195122,78.9707317073171,78.7658536585366
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,20159190701.6789,20668868706.8115,23214593516.2095,29360575031.8177,34156553313.4031,35947936823.7781,39260368837.0342,47880266542.577,69148468417.3208,59927702746.2843,61529280461.092,53384760135.1581,53909922735.545,53689067639.9176,48153200134.6613,44290685824.0682,42709468274.8137,49514466379.6057,47867056858.8892,46167053954.3367,51199194599.3094,47793117240.9001,49975540954.8465,55509332322.3578
Slovenia,SVN,"Population, total",SP.POP.TOTL,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2120461,2112076,2108079,2102419,2088385,2073894,2066388,2065042,2063531,2061980,2059953,2057159,2052843,2048583,2039669,2021316
Slovenia,SVN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.8,7.88,8.02,8.1,7.94,8,7.82,7.51,..,8.85,9.48,9.43,8.5,8.28,8.18,8.46,8.5,8.5,8.74,8.72,8.54,8.57,8.54,7.85
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.225,67.364,67.515,67.644,67.801,67.936,68.09,67.986,..,70.742,70.348,70.199,70.382,70.173,69.988,69.801,69.583,69.234,69.188,69.084,68.908,68.732,68.466,68.404
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,419842674.227652,409508552.979972,346406738.885237,417668983.408349,468005318.551977,552864570.225819,617258154.260133,695295347.621537,1633319401.19414,1566360686.10632,1522794913.0914,1536145814.17007,1619155017.3924,1615478393.28614,1469789119.08756,1379490304.2254,1307909887.55212,1335571420.72676,1285911586.132,1185215418.25562,1063895360.69907,898133684.898793,805557562.580059,776337691.795098
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,440469,449125,457671,466154,474611,483080,491594,500156,800005,781066,762591,744498,728147,709101,685672,662379,639415,616908,594945,573606,552945,532968,518141,508790
Solomon Islands,SLB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.82626629,6.60538721,10.10495281,7.075634,7.72383881,9.01593494,8.00584698,7.18298769,..,..,4.76345396,4.79699087,4.32405567,3.77378345,4.14992523,4.40253973,4.44578695,4.88791895,4.57886171,4.87480497,5.02313328,4.66139841,6.60598898,5.50597048
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.66,50.74,50.731,50.614,50.538,50.661,50.597,50.515,..,56.107,55.28,55.967,57.078,56.375,55.654,55.044,54.857,54.277,53.843,53.161,51.304,50.563,51.853,51.12
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,3412797450.20112,2252847464.68608,2192684134.59273,2836724351.5616,3859592813.10255,4683246454.10048,5026743282.04251,5430713728.89074,10968517090.0004,10202767269.9603,9483997404.25227,8628393719.99922,8655023960.002,7873440838.36559,7621501720.00021,6613743089.99932,6152149080.00168,5728399710.56333,5062881613.12833,4364670160.00146,2906000096.93249,2687807003.73935,2948594552.44952,5913620292.90573
Somalia,SOM,"Population, total",SP.POP.TOTL,8838713,9198493,9550063,9909157,10280998,10644228,10975502,11322582,18358615,17801897,17271431,16651191,16030971,15452487,14916629,14348740,13806963,13339491,12869594,12461160,12348830,12261756,11961201,11663084
Somalia,SOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.47,57.261,55.666,54.331,54.043,53.98,54.278,54.992,..,61.48,62.341,65.252,66.175,65.674,65.402,64.747,63.95,63.38,62.533,61.846,60.651,58.899,57.447,56.022
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,151752757215.309,135429905922.526,129087556612.449,197018965308.697,255806908594.573,288867217196.534,303858675363.643,333077117253.684,380699271814.508,406920004594.074,420886877628.703,337974655408.055,389330032224.269,405260723892.517,381448814653.456,323585509674.481,346709790458.563,381198869776.106,400886013595.573,434400545085.811,458199494830.834,417363822801.713,329754060647.129,316131258616.309
South Africa,ZAF,"Population, total",SP.POP.TOTL,47159719,47566800,48019415,48500348,48991421,49490033,49998277,50528584,63212384,62378410,61502603,60562381,59587885,58613001,57635162,57259551,56723537,55594838,54678791,53782567,52995205,52344051,51728516,51114599
South Africa,ZAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.3366189,7.12327909,6.67774487,7.04098177,6.938416,6.86216164,6.87650871,6.90510845,..,..,8.27309132,8.57258797,8.24418926,8.08820343,7.97711229,8.07959366,8.05304241,7.87136555,8.10322285,8.00428867,7.94434404,7.79358244,7.64941454,7.14832258
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.028,46.881,47.492,50.253,50.917,51.545,52.016,52.856,..,55.567,54.975,55.48,55.912,55.95,55.309,55.544,55.566,54.973,55.751,55.865,54.94,54.812,53.891,53.538
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11997800760.2242,13962212847.4576,18426469016.9492,11931472169.4915,14907308932.7534,14602072410.9506,12231264525.0671,14586253383.0632
South Sudan,SSD,"Population, total",SP.POP.TOTL,6032267,6308391,6596806,6903127,7233041,7590143,7976526,8388788,11483374,11021177,10865780,10698467,10423384,10122977,10259154,10830102,11107561,11235073,11166275,10756240,10288109,9745953,9243556,8817647
South Sudan,SSD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,5.86061621,9.44806385,9.03740788,10.05615997,15.9569149,..,..,..,..,..,..,..,..,..
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.9658536585366,79.3682926829268,79.5682926829268,79.619512195122,79.8707317073171,80.1707317073171,80.8219512195122,80.8731707317073,..,83.0829268292683,83.2292682926829,82.3317073170732,83.8317073170732,83.4317073170732,83.2829268292683,83.3292682926829,82.8317073170732,83.2292682926829,83.0780487804878,82.4268292682927,82.4756097560976,81.6268292682927,81.4756097560976,81.1756097560976
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,598102854756.08,627798682378.741,708938227243.923,907963217057.645,1069829382514.67,1154667551775.88,1261846683275.29,1476746276854.51,1620090734956.89,1446498147749.03,1461244901852.69,1289783836971.21,1403496387686.27,1431642809327.06,1321754088818.83,1243015667917.12,1206164777553.12,1380244561361.96,1362186923157.65,1330994811670.31,1487568659241.25,1427989078916.67,1496587590847.66,1636115447612.5
Spain,ESP,"Population, total",SP.POP.TOTL,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,48347910,47759127,47415794,47365655,47134837,46797754,46593236,46484062,46444832,46480882,46620045,46773055,46742697,46576897,46362946,45954106
Spain,ESP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.7992177,6.76895761,6.80052757,7.56327057,7.65842772,7.73191786,7.82905865,7.9186573,..,..,10.74003887,10.74565983,9.1456852,8.99686718,8.94491291,8.94727325,9.12207508,9.08488464,9.06397724,9.15415382,9.1679697,9.11891174,9.10764122,8.38225937
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.355,70.787,71.117,71.373,67.091,72.118,71.969,72.049,..,76.61,76.399,76.393,76.008,75.748,75.403,75.331,74.927,74.651,74.239,73.906,73.38,73.215,69.187,71.729
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279802405.9138,32350238760.4239,84356863743.6335,74144870023.4244,88609324901.9774,84304298770.5329,89014978344.1404,94493871200.7869,94376237797.2367,88012282205.8357,85140955388.8509,82528535713.926,77000578167.353,70447216891.3366,67753284043.9282,58636161081.712,42066224093.0065,40713826215.0093
